id,redshift,chandra_Lx,chi2,H10_flux,H9_flux,H8_flux,Heps_flux,Hdelta_flux,Hgamma_flux,Hbeta_flux,Halpha_flux,[OII]3726_flux,[OII]3729_flux,[SII]6716_flux,[SII]6731_flux,[NeIII]3968_flux,[NeIII]3869_flux,HeII4687_flux,HeI5876_flux,[OIII]5007_d_flux,[OI]6300_d_flux,[NII]6583_d_flux,Hgamma_b_flux,Hbeta_b_flux,Halpha_b_flux,H10_err,H9_err,H8_err,Heps_err,Hdelta_err,Hgamma_err,Hbeta_err,Halpha_err,[OII]3726_err,[OII]3729_err,[SII]6716_err,[SII]6731_err,[NeIII]3968_err,[NeIII]3869_err,HeII4687_err,HeI5876_err,[OIII]5007_d_err,[OI]6300_d_err,[NII]6583_d_err,Hgamma_b_err,Hbeta_b_err,Halpha_b_err,H10_ew,H9_ew,H8_ew,Heps_ew,Hdelta_ew,Hgamma_ew,Hbeta_ew,Halpha_ew,[OII]3726_ew,[OII]3729_ew,[SII]6716_ew,[SII]6731_ew,[NeIII]3968_ew,[NeIII]3869_ew,HeII4687_ew,HeI5876_ew,[OIII]5007_d_ew,[OI]6300_d_ew,[NII]6583_d_ew,Hgamma_b_ew,Hbeta_b_ew,Halpha_b_ew
AEGIS_0552,5.68445,2.27E+44,1.932304593,0,6.850680868,33.75607343,0,19.72463135,0,82.02448486,2756.237767,55.67914009,22.56250118,155.2258145,0,28.87784049,0,6.637588939,0,209.2319316,106.3695883,0,83.33348167,109.7140403,1580.700149,6.314131759,6.801604981,7.989703991,53.82854023,6.094057778,12.359237,12.773254,29.50172713,47.43037587,47.50917451,27.74379457,28.69696009,54.0585893,8.438669287,7.251806636,11.16355227,9.500562105,15.32433287,33.40543146,18.22241577,19.41850946,37.55955724,0,2.86022614,11.68151702,0,6.8606609,0,22.46183169,277.818286,25.64026975,10.12313948,14.64136257,0,11.16119455,0,1.690290072,0,40.33802215,11.99735328,0,24.6523707,30.04442286,159.3285642
CDF-N_0147,5.18,1.13E+44,1.670292132,nan,nan,nan,nan,nan,nan,0,1085.835946,nan,nan,135.6375387,130.0173504,nan,nan,0.765666822,67.94621149,0,203.6559984,341.1851451,nan,177.436883,6476.019355,nan,nan,nan,nan,nan,nan,12.15002443,16.34961402,nan,nan,12.48768641,12.54461257,nan,nan,17.83069383,10.95473217,12.42572585,27.16214548,23.69505059,nan,30.62191972,54.08353121,nan,nan,nan,nan,nan,nan,0,41.51135458,nan,nan,5.907712115,5.752413798,nan,nan,0.018522685,2.750488257,0,8.9135836,13.47066444,nan,4.388699604,247.5773036
UDS_0113,5.1537,4.99E+44,2.013256295,15.09579449,42.74563052,68.10380786,33.59943727,82.1749879,0,135.4372304,1296.634593,67.39280511,0,0,28.85659467,14.98051893,36.3437994,0,26.58140831,916.3238181,0,0,168.48351,84.15531859,485.5705398,11.41974639,12.52605864,15.42697955,91.98581577,10.57646408,28.34703977,23.28052463,26.4107142,96.2565603,95.94183404,26.32894361,25.72735623,93.02516844,16.24105656,10.36560873,12.59351239,12.97361321,17.35520046,41.39684988,38.64068061,32.35929269,59.62843416,11.33347842,37.68091618,60.79213578,23.34826368,42.67186884,0,41.20542785,474.4495674,50.81326521,0,0,10.90879664,10.40996917,28.24492362,0,7.285760047,241.3261401,0,0,77.50611948,25.60341715,177.6743685
CDF-S_0041,4.8211,-7.31E+42,0.888763803,10.62902615,104.937736,0,46.60718774,11.86114812,0,0,76.04199056,103.4701547,0,1.258462108,14.7993236,0,0,0,5.40760019,177.6714374,33.90526586,10.8427419,0,0,154.3601247,25.7483014,31.83619609,37.2368992,258.8138097,24.33339545,48.49898005,42.35782272,52.4148384,217.6907135,217.3183201,55.24127758,59.63001418,259.8128128,43.11040478,22.0943838,24.40198528,25.58447903,30.89209347,79.11264488,67.68951404,58.73610825,88.50369196,1.573678814,14.76348188,0,5.991693873,1.453488521,0,0,16.03669624,16.94857532,0,0.273732283,3.257465584,0,0,0,0.987820881,24.77526804,6.456659055,2.333644631,0,0,32.5534144
UDS_0269,4.554766667,4.71E+44,11.81908249,0,0,848.6239361,0,1967.225222,626.9172756,2369.606259,17952.03733,0,860.043677,411.4112664,0,1107.027676,338.0804101,193.6051279,1744.482876,4346.010268,558.0430368,7971.778978,6490.658563,14376.68645,29390.72946,91.45079232,115.121521,140.4935148,881.4078196,82.00663488,176.3198776,148.860247,212.8238908,805.9696651,801.8219325,213.5951024,221.3263438,880.2553256,165.3945418,86.81198541,75.34284374,78.80002243,109.0829951,263.8672642,260.7067303,215.6387641,256.5090355,0,0,3.144465407,0,8.403157388,2.684795507,12.43583668,113.2354224,0,3.134721877,2.917508975,0,4.354749581,1.224328935,0.803637853,11.1608057,18.70767281,3.487295763,51.01539379,27.79647591,75.44971826,185.3868508
CDF-N_0025,4.41384,5.64E+42,0.940467313,0,0,178.9795987,0,195.2860463,0,195.0948627,0,0,338.3571645,138.2581129,42.66794107,99.51797594,0,26.39462204,48.11040733,1156.035279,89.6281707,0,80.6074231,0,931.5746027,36.72657384,45.99139261,55.4513339,321.7744711,28.17247186,267.4471186,236.040885,512.45757,333.839773,337.6420198,74.9635343,74.38991927,322.7595593,65.20308461,24.34417018,25.02189872,27.22820471,30.37020768,172.9371789,266.5460957,236.4513893,391.027207,0,0,16.75824091,0,20.46456502,0,26.25716749,0,0,29.84555145,42.82969529,13.28547167,10.08755569,0,3.072561384,9.53781829,149.611638,22.00243039,0,8.884114412,0,288.4383344
CDF-N_0241,4.139866667,6.36E+43,0.60582917,0,0,0,0,0,64.72529185,128.475508,0,17.25399494,105.6235951,0,502.1854272,0,15.68127699,142.4794365,0,1150.736105,108.273763,0,65.97528275,164.5594651,5407.167937,63.81283465,81.94522033,94.18394087,611.8374407,49.51944555,104.7040767,95.41944533,596.3925688,592.0328593,590.685211,163.8782921,162.3577024,615.3184602,116.3281828,43.47000905,50.7223852,53.40279468,63.41352504,1355.864997,103.3323016,95.67596611,733.8064384,0,0,0,0,0,3.157861375,6.806508983,0,1.001378196,6.130126118,0,24.37323429,0,0.823693121,6.991528198,0,55.0465311,5.239807045,0,3.218846777,8.71820236,265.4525472
CDF-N_0601,4.1314,5.69E+43,0.454250639,0,70.46112949,0,0,0,73.36478738,143.909163,1056.41932,163.7956876,0,176.7543802,123.3578249,175.5956262,0,68.88868504,35.6474054,335.6111858,95.69104175,522.7613255,200.2897643,0,301.7259304,71.41426094,81.71356548,90.52763204,586.2541173,53.62062423,134.530847,113.7532747,142.9415958,641.3535103,626.6520331,129.7524617,131.4217751,586.960131,105.9293847,48.7002947,50.37097038,61.88140524,62.4124536,223.3580965,168.8313398,153.0091699,224.5748484,0,39.31081293,0,0,0,17.96669553,36.43680735,178.9895763,65.32095151,0,27.49615929,19.18971626,68.15147542,0,14.79476659,5.681433954,72.11343579,14.56289643,81.89807674,49.0500326,0,51.12155318
UDS_0383,3.981033333,1.08E+44,1.504555291,2.049071161,16.2730124,38.9046807,0,27.84646005,0,17.04913963,70.69471424,0,0,19.62349128,35.57353456,57.16180678,0,29.30082227,0,65.36226316,0,168.1209942,0,0,139.5929898,17.98476169,21.49117682,24.61215697,157.5348605,15.22967536,30.93635009,26.81105352,24.57460187,163.7549212,164.5076263,27.13502744,27.75220196,157.9587286,27.87354831,13.70537835,12.17351102,15.06744094,15.92744997,36.3071257,42.40552269,38.10063942,44.11798781,0.268401011,1.997173191,4.040016463,0,2.437339633,0,1.321157376,5.875107062,0,0,1.489162346,2.699558781,5.867130964,0,2.027434548,0,4.725822712,0,13.97174952,0,0,11.6009205
UDS_0099,3.94665,1.43E+44,0.546185942,236.0446655,268.4833614,286.4030779,175.0806474,130.0090454,0,42.9115381,806.8604422,0,355.2003052,92.55569521,0,0,0,102.3372502,0,290.7636874,0,86.4381791,0,0,558.1316008,47.57568373,67.1495169,81.28184449,456.7222179,36.20537334,92.95652856,88.4989937,196.6985833,434.8399725,432.7002203,118.1277394,114.0432662,456.8680639,99.42780187,32.65839965,34.60897932,40.84022313,42.48950125,157.5787265,99.01203953,94.22008925,106.7466953,19.39821854,21.3030082,19.59792011,9.996784548,6.186147377,0,2.187303162,47.94211357,0,35.81112716,5.212341378,0,0,0,4.34306998,0,13.12679234,0,5.135992277,0,0,33.16311867
UDS_0096,3.941966667,9.23E+44,5.432300991,0,453.6056317,0,21.15931591,249.6052055,0,372.7483142,1522.555448,0,489.8133584,41.11825115,212.6109327,363.9562487,782.2789946,282.7467814,138.2345112,13746.4852,356.5257258,18.24582206,576.8320646,541.9929537,5116.852422,78.69146775,110.0164226,122.1107251,765.3637706,56.66529635,268.9776609,212.1099697,175.4328436,804.9551522,814.5521643,154.9307396,152.0503311,758.9985838,159.993531,54.22581925,55.18215759,59.50584084,61.36121158,492.1235547,273.6130657,215.5351958,519.3601284,0,15.39889104,0,0.645373724,6.908812473,0,11.25657331,69.76657818,0,18.22130364,2.054013479,10.62072703,11.10091653,25.21852525,7.646865684,5.291096846,409.2138507,14.97420373,0.867304676,15.70320272,16.3675681,234.4645543
UDS_0038,3.797166667,1.35E+44,0.896923852,0,0,24.32263788,24.153786,2.227557446,28.11631965,40.32660269,425.4371535,94.43422052,30.72836015,82.49135237,72.04641484,18.96033835,53.05177655,21.92299858,0,1260.668108,77.58648985,676.3353384,83.87851798,514.8960043,1639.191713,13.0390659,11.88857129,13.72440081,20.6825589,11.42980734,11.60077469,9.730894762,15.32284317,23.48438315,23.75081762,14.28531005,15.12380127,19.54736128,11.14780127,9.358282762,12.71356472,11.97708939,16.29216038,20.10222049,46.79356459,40.48176039,68.71725084,0,0,0.872350627,0.969450251,0.075824127,1.000125054,1.430176686,15.38740831,3.343611937,1.033129909,2.340870032,2.031428415,0.629245088,1.057697402,0.486620927,0,29.50677834,2.29239793,20.61212735,2.983641116,18.26070663,59.28704622
CDF-S_0184,3.779,3.68E+43,0.758285139,40.47633371,0,0,0,76.17531198,0,12.73250031,223.2738176,0,56.25390215,19.40496263,31.8749628,77.67317322,0,27.42076767,39.69239375,648.3146694,74.36343983,378.3938756,66.39095583,68.77642697,1121.745265,40.70374563,58.88012047,73.41613409,400.9874618,26.5643445,51.01412089,43.72967424,211.6888641,389.0393142,391.5201786,87.35222984,86.1527495,402.241361,89.60350469,29.1722744,27.43240041,25.34026253,37.60167805,390.6942683,51.23346305,44.12366581,201.6286202,22.63092608,0,0,0,57.32282435,0,5.357150889,39.58893007,0,36.86824444,3.270634003,5.372405973,53.69149581,0,11.32581027,11.86008055,143.26653,17.52626867,67.09344088,32.01472994,28.93741905,198.8979063
UDS_0768,3.723875,5.05E+43,0.634516027,139.71062,30.38564428,0,0,24.76971923,0,0,142.4719164,156.1082736,0,0,9.969452403,84.01178747,0,0,13.65420981,197.5238256,26.33552867,0,304.7868739,257.7673457,0,54.93027762,74.35416788,74.92945732,501.9489145,32.32622484,39.32908071,34.61459896,61.85674092,387.6586877,386.6112423,61.89018118,61.64651166,504.6703023,95.48656854,29.9211122,28.64080755,36.2436193,30.87490553,68.29874386,92.35561222,97.96800757,113.1669035,736.2240878,153.989075,0,0,14.21979862,0,0,138.5241858,900.6598688,0,0,9.746174917,61.6932277,0,0,11.76049664,132.9867309,26.40068012,0,180.3669254,173.00693,0
CDF-S_0004,3.7123,1.75E+44,7.692162635,0,0,2394.711154,0,350.4530601,729.0566376,1983.123279,12815.46735,711.6553183,0,712.8686475,0,764.7590457,765.4665195,324.1236515,292.6442998,30815.17108,770.8087713,0,2832.044728,121.2308345,3760.690571,99.72614086,136.7109643,151.2419436,904.77677,63.39230433,85.4218398,83.81693671,200.8942147,902.4421602,913.3943615,170.1309759,164.6625316,911.7622685,197.3519575,59.10720935,58.73078064,74.38564263,73.29529891,232.5820139,184.5318171,187.4840747,217.851018,0,0,27.18218631,0,3.966281508,9.600480225,25.55354534,310.9915998,11.75887863,0,17.06945096,0,8.954067439,8.888490486,3.615869213,4.632214481,370.9351958,14.92727793,0,37.29338437,1.562120549,91.26028297
CDF-S_0385,3.709733333,1.47E+44,1.518088655,0,0,88.75630074,97.14717252,86.62629411,36.32464408,345.119503,2950.893682,39.9131199,93.61905685,172.4623786,203.5141612,0,184.5292288,0,338.2113291,1998.998191,120.3208953,2449.746152,2397.70407,5179.058371,21468.01694,32.50239242,31.99857243,28.16483526,66.09182676,27.08247145,31.69752793,27.17846026,41.12992262,73.96361287,73.33587536,35.68623518,38.17359955,65.44500693,30.21479285,24.87759771,28.97639949,30.61834389,49.64986056,57.36309466,79.73323804,67.16183284,130.8068309,0,0,0.950333053,1.10766065,0.961231487,0.41603506,4.325030811,38.18091821,0.434094778,1.019414715,2.169050563,2.570168948,0,1.851526673,0,4.366865681,19.66194573,1.534347683,32.07495291,27.46149291,64.90385746,277.769614
CDF-S_0422,3.698,6.43E+42,1.480722074,0,6.380363294,0,0,100.0723885,0,488.4862131,0,0,786.7294062,410.3053035,0,0,79.50442242,0,71.87479533,1761.631209,102.181942,0,177.4009292,0,4370.062863,94.24925425,129.2715903,141.7950773,817.5890672,50.68851367,217.607671,188.9664253,455.8380363,901.7898998,901.786046,146.9302147,147.0301931,818.6272834,186.6544535,48.70999537,48.01111317,53.8109401,55.22368767,276.1537871,213.9890709,190.2500939,251.5697937,0,0.204651627,0,0,3.225052379,0,20.67902756,0,0,27.27199461,29.27593969,0,0,2.5732676,0,4.094966756,78.08669486,6.628781547,0,6.018791348,0,293.7539593
CDF-S_0291,3.6752,5.09E+42,0.558080186,325.0737185,0,0,258.812463,0,161.2611802,235.8834338,5908.101101,0,816.0437057,1020.526904,349.8031516,0,215.8601118,0,0,235.7530531,407.895555,0,0,63.55143321,1849.067645,174.8912731,253.2516616,255.0422971,1371.289538,92.01957831,354.8948118,338.6364893,308.6710593,1522.634757,1529.001956,276.6705579,287.7914182,1368.34575,343.9001794,77.95583187,98.87155377,91.82188687,118.9422292,471.7925276,404.5170764,404.8604086,544.3335172,79.07057603,0,0,51.46800487,0,19.87543728,20.86915853,331.1487574,0,221.9903114,52.44483472,17.66353506,0,38.25941788,0,0,16.71278525,23.09813661,0,0,5.622543784,103.6401447
AEGIS_0613,3.66455,1.39E+44,1.403883779,43.9849831,146.4266232,651.2124086,541.3609933,385.4418461,0,207.006248,1325.497652,0,0,443.0570798,0,30.2942093,161.3326027,0,201.8071892,1793.415603,360.0580229,3236.975876,1549.098871,2739.249896,8909.562333,100.6068271,139.4127353,154.2987549,839.4065317,57.66268162,110.6432604,96.8500444,164.3894906,931.5905807,935.9767939,180.6309275,174.9940879,839.9534473,200.5316911,52.93325177,50.9058169,54.18688043,73.53618484,190.5212224,175.5106269,147.4050143,162.304423,0.336887697,1.141794227,5.397632223,4.769705283,3.557360749,0,2.500895517,27.08444228,0,0,9.347495806,0,0.266909607,1.287867421,0,3.498569511,20.17998436,6.901034777,67.06314965,15.10433656,33.09357979,182.0527757
AEGIS_0533,3.6504,4.61E+43,1.620562749,111.8503715,0,223.5317044,160.2804731,0,128.4379149,0,2314.486902,0,269.556294,545.6160556,115.3308905,0,118.9707934,201.1474181,0,4471.295806,510.6029928,2750.86312,503.0827857,3173.816387,0,67.08366647,91.65054745,101.0874934,580.2952634,40.12634249,56.40823847,67.31595,151.0406251,624.9645561,628.4189241,133.068374,130.3421071,578.093582,123.5167064,38.87480058,44.091949,55.14979395,55.52264533,163.5947734,112.0749703,141.6051986,166.7124241,22.14546449,0,34.172301,21.33211586,0,14.06886649,0,150.1642337,0,53.84147513,34.9664166,7.448152902,0,20.48683556,27.07129222,0,469.5650778,34.2801141,178.4763836,55.10681603,499.7508918,0
AEGIS_0526,3.64165,5.46E+43,1.802408864,nan,nan,nan,nan,72.4762032,9.745282399,0,680.0911894,nan,nan,110.5465092,104.6950002,nan,nan,36.34379453,0,1011.130289,113.6587628,0,0,0,1174.65066,nan,nan,nan,nan,40.15284893,191.1624801,198.4917322,434.198093,nan,nan,146.2311925,142.5454839,nan,nan,44.11269695,44.16503693,45.87834244,69.28816375,1278.53252,197.2285439,204.2123379,1648.946461,nan,nan,nan,nan,3.530087968,0.457972108,0,20.90315332,nan,nan,3.321005924,3.145216598,nan,nan,1.334268676,0,36.10276442,3.632242082,0,0,0,36.10383904
UDS_0063,3.640533333,2.21E+44,0.634300619,336.7644352,221.9002611,111.3132986,0,106.6030142,0,0,467.0642083,250.5822116,0,175.7808548,150.0783342,0,0,0,0,553.3592084,192.8260213,0,0,76.27908467,802.3429492,130.5561148,167.5296239,187.4595863,1074.49834,86.43762511,147.2822605,125.5135666,288.2480511,1239.021803,1233.886703,196.5996897,200.6427812,1065.400307,242.4541773,71.4201757,67.75973726,84.50093729,92.44261918,242.6713307,157.7686711,133.4590482,162.3768518,44.54170574,26.51120343,10.63548534,0,8.423820885,0,0,33.42769033,47.25062964,0,11.34699415,9.687846733,0,0,0,0,35.3071784,12.48073681,0,0,5.088789645,57.42352157
COSMOS_1328,3.59395,1.92E+44,12.79096624,44.56786728,241.2321005,15.47820421,16.94057992,61.08676541,226.4500162,1625.470346,6607.180944,803.253049,1350.385479,320.0400636,1302.141237,574.4577514,1821.582966,252.1450362,82.51322589,24434.32091,1421.231183,6517.041816,1384.408386,0,0,61.00552594,57.94897013,55.0636117,247.4647088,52.72598852,52.97338395,54.2560349,85.46890209,313.3185107,308.0702038,67.99688449,69.07038781,246.2528555,56.77061048,52.65255493,45.12421006,37.73768981,62.56699959,117.1691949,102.3498783,100.4106917,136.1039793,1.618714713,8.9773638,0.484573553,0.480445779,1.639166589,7.337841336,47.75118139,273.1191784,36.66601218,69.84656613,13.22854051,54.01889169,15.86726448,59.73162302,7.356952225,3.073739589,611.287698,56.97985432,298.389607,44.86009429,0,0
CDF-S_0491,3.58448,-7.48E+42,0.755151089,0,0,0,13.92157272,17.82708764,206.6034031,205.386335,0,0,283.9297505,64.63105374,0,0,127.7091495,72.06006751,20.02200739,2222.876542,51.84688165,0,71.68237325,18.76307315,826.4037953,151.3852326,197.3195583,187.2628088,1000.458605,77.65669787,100.2602764,77.05839809,209.6756122,1131.408251,1147.762956,145.0322891,143.9899235,1002.891965,258.2353345,49.00814555,47.50129836,54.48456038,58.81658752,196.0359696,113.5955246,74.84595559,75.45096803,0,0,0,2.468118023,2.38494787,43.14048035,45.06092963,0,0,38.80598647,29.85509379,0,0,16.44879326,15.06295377,5.9334833,468.184449,21.3632307,0,14.96786581,4.116542217,388.8177072
CDF-S_0144,3.5835,3.18E+43,0.513635434,8.710708562,0,151.7170797,0,111.4720285,0,58.15121934,868.4563031,0,10.10718526,153.6323267,19.15962626,0,0,13.75792738,0,784.4922831,32.41191257,840.663286,0,0,0,64.24634671,83.47476476,92.80530919,508.1628314,36.31114019,457.5668627,415.710994,278.1324895,639.6027313,632.8062639,95.62423324,95.93474171,509.2895381,116.5046619,29.68841327,35.6517361,39.24158435,42.70119948,118.4825414,487.926204,444.6126726,336.3453628,1.521594566,0,27.04841316,0,17.27431955,0,7.071828093,76.99898542,0,2.129718444,12.55172959,1.565897937,0,0,1.500719505,0,86.45063372,2.864002682,74.53480374,0,0,0
CDF-S_0128,3.5626,1.41E+43,1.398893945,0,61.59819999,0,0,123.068256,137.3893815,159.235873,2411.741391,0,424.3555039,155.2774956,141.1627321,41.49930402,169.6720645,141.3617101,24.83019037,4794.952815,197.5153312,0,0,729.5895622,715.9665986,79.646882,115.3833065,124.6464518,653.8773842,51.21436845,67.32558922,65.83221872,135.4044964,762.0490967,771.0489421,133.6465413,131.513571,652.2094396,171.9743596,39.49889059,44.83732762,46.4659454,56.04935517,153.5266106,111.5273697,113.0066694,126.5457369,0,10.16586306,0,0,16.13587054,19.29856308,23.11037589,313.0891137,0,124.555067,19.22944147,17.48148038,5.462740138,24.83562529,19.50515869,2.817095777,471.7674317,26.03440729,0,0,105.8875033,92.94584763
